No.;Time;;No;Time;Time 2;;Delay;Total Delay ;;Delay 1;Delay 2;;Jitter;Total Jitter
1045;6.784.759;;1045;6,784759;6,784768;;9E-06;;;-0,000462;-0,005666;;-0,005204;
1046;6.784.768;;1046;6,784768;6,785239;;0,000471;;;-0,005666;0,005756;;0,011422;
1047;6.785.239;;1047;6,785239;6,791376;;0,006137;;;0,005756;-0,043365;;-0,049121;
1048;6.791.376;;1048;6,791376;6,791757;;0,000381;;;-0,043365;0,043715;;0,08708;
1049;6.791.757;;1049;6,791757;6,835503;;0,043746;;;0,043715;-0,000418;;-0,044133;
1050;6.835.503;;1050;6,835503;6,835534;;3,1E-05;;;-0,000418;-0,000592;;-0,000174;
1051;6.835.534;;1051;6,835534;6,835983;;0,000449;;;-0,000592;0,00094;;0,001532;
1052;6.835.983;;1052;6,835983;6,837024;;0,001041;;;0,00094;-9,8E-05;;-0,001038;
1053;6.837.024;;1053;6,837024;6,837125;;0,000101;;;-9,8E-05;0,000176;;0,000274;
1054;6.837.125;;1054;6,837125;6,837324;;0,000199;;;0,000176;-0,011098;;-0,011274;
1055;6.837.324;;1055;6,837324;6,837347;;2,3E-05;;;-0,011098;0,010996;;0,022094;
1056;6.837.347;;1056;6,837347;6,848468;;0,011121;;;0,010996;-9,1E-05;;-0,011087;
1057;6.848.468;;1057;6,848468;6,848593;;0,000125;;;-9,1E-05;-0,046514;;-0,046423;
1058;6.848.593;;1058;6,848593;6,848809;;0,000216;;;-0,046514;0,046711;;0,093225;
1059;6.848.809;;1059;6,848809;6,895539;;0,04673;;;0,046711;-7,2E-05;;-0,046783;
1060;6.895.539;;1060;6,895539;6,895558;;1,9E-05;;;-7,2E-05;-0,000116;;-4,4E-05;
1061;6.895.558;;1061;6,895558;6,895649;;9,1E-05;;;-0,000116;-0,001133;;-0,001017;
1062;6.895.649;;1062;6,895649;6,895856;;0,000207;;;-0,001133;0,001331;;0,002464;
1063;6.895.856;;1063;6,895856;6,897196;;0,00134;;;0,001331;-0,015118;;-0,016449;
1064;6.897.196;;1064;6,897196;6,897205;;9E-06;;;-0,015118;0,014025;;0,029143;
1065;6.897.205;;1065;6,897205;6,912332;;0,015127;;;0,014025;0,001014;;-0,013011;
1066;6.912.332;;1066;6,912332;6,913434;;0,001102;;;0,001014;5,6E-05;;-0,000958;
1067;6.913.434;;1067;6,913434;6,913522;;8,8E-05;;;5,6E-05;-5E-06;;-6,1E-05;
1068;6.913.522;;1068;6,913522;6,913554;;3,2E-05;;;-5E-06;2,6E-05;;3,1E-05;
1069;6.913.554;;1069;6,913554;6,913591;;3,7E-05;;;2,6E-05;-1,8E-05;;-4,4E-05;
1070;6.913.591;;1070;6,913591;6,913602;;1,1E-05;;;-1,8E-05;-0,000541;;-0,000523;
1071;6.913.602;;1071;6,913602;6,913631;;2,9E-05;;;-0,000541;0,000515;;0,001056;
1072;6.913.631;;1072;6,913631;6,914201;;0,00057;;;0,000515;3,7E-05;;-0,000478;
1073;6.914.201;;1073;6,914201;6,914256;;5,5E-05;;;3,7E-05;-0,000267;;-0,000304;
1074;6.914.256;;1074;6,914256;6,914274;;1,8E-05;;;-0,000267;-0,003473;;-0,003206;
1075;6.914.274;;1075;6,914274;6,914559;;0,000285;;;-0,003473;0,003659;;0,007132;
1076;6.914.559;;1076;6,914559;6,918317;;0,003758;;;0,003659;-0,007731;;-0,01139;
1077;6.918.317;;1077;6,918317;6,918416;;9,9E-05;;;-0,007731;-0,002395;;0,005336;
1078;6.918.416;;1078;6,918416;6,926246;;0,00783;;;-0,002395;-0,029865;;-0,02747;
1079;6.926.246;;1079;6,926246;6,936471;;0,010225;;;-0,029865;0,004157;;0,034022;
1080;6.936.471;;1080;6,936471;6,976561;;0,04009;;;0,004157;0,03561;;0,031453;
1081;6.976.561;;1081;6,976561;7,012494;;0,035933;;;0,03561;-0,00326;;-0,03887;
1082;7.012.494;;1082;7,012494;7,012817;;0,000323;;;-0,00326;-0,08259;;-0,07933;
1083;7.012.817;;1083;7,012817;7,0164;;0,003583;;;-0,08259;0,04116;;0,12375;
1084;7.016.400;;1084;7,0164;7,102573;;0,086173;;;0,04116;0,04473;;0,00357;
1085;7.102.573;;1085;7,102573;7,147586;;0,045013;;;0,04473;-0,002051;;-0,046781;
1086;7.147.586;;1086;7,147586;7,147869;;0,000283;;;-0,002051;0,000301;;0,002352;
1087;7.147.869;;1087;7,147869;7,150203;;0,002334;;;0,000301;0,002021;;0,00172;
1088;7.150.203;;1088;7,150203;7,152236;;0,002033;;;0,002021;-0,000129;;-0,00215;
1089;7.152.236;;1089;7,152236;7,152248;;1,2E-05;;;-0,000129;-0,002497;;-0,002368;
1090;7.152.248;;1090;7,152248;7,152389;;0,000141;;;-0,002497;-0,026716;;-0,024219;
1091;7.152.389;;1091;7,152389;7,155027;;0,002638;;;-0,026716;-0,002624;;0,024092;
1092;7.155.027;;1092;7,155027;7,184381;;0,029354;;;-0,002624;0,021936;;0,02456;
1093;7.184.381;;1093;7,184381;7,216359;;0,031978;;;0,021936;0,00983;;-0,012106;
1094;7.216.359;;1094;7,216359;7,226401;;0,010042;;;0,00983;-0,018777;;-0,028607;
1095;7.226.401;;1095;7,226401;7,226613;;0,000212;;;-0,018777;-0,021153;;-0,002376;
1096;7.226.613;;1096;7,226613;7,245602;;0,018989;;;-0,021153;0,012742;;0,033895;
1097;7.245.602;;1097;7,245602;7,285744;;0,040142;;;0,012742;0,004069;;-0,008673;
1098;7.285.744;;1098;7,285744;7,313144;;0,0274;;;0,004069;0,022733;;0,018664;
1099;7.313.144;;1099;7,313144;7,336475;;0,023331;;;0,022733;-0,031742;;-0,054475;
1100;7.336.475;;1100;7,336475;7,337073;;0,000598;;;-0,031742;0,002208;;0,03395;
1101;7.337.073;;1101;7,337073;7,369413;;0,03234;;;0,002208;0,006876;;0,004668;
1102;7.369.413;;1102;7,369413;7,399545;;0,030132;;;0,006876;-0,054486;;-0,061362;
1103;7.399.545;;1103;7,399545;7,422801;;0,023256;;;-0,054486;0,003212;;0,057698;
1104;7.422.801;;1104;7,422801;7,500543;;0,077742;;;0,003212;0,011131;;0,007919;
1105;7.500.543;;1105;7,500543;7,575073;;0,07453;;;0,011131;0,063058;;0,051927;
1106;7.575.073;;1106;7,575073;7,638472;;0,063399;;;0,063058;-0,001475;;-0,064533;
1107;7.638.472;;1107;7,638472;7,638813;;0,000341;;;-0,001475;0,00178;;0,003255;
1108;7.638.813;;1108;7,638813;7,640629;;0,001816;;;0,00178;-4,4E-05;;-0,001824;
1109;7.640.629;;1109;7,640629;7,640665;;3,6E-05;;;-4,4E-05;7,3E-05;;0,000117;
1110;7.640.665;;1110;7,640665;7,640745;;8E-05;;;7,3E-05;-4,5E-05;;-0,000118;
1111;7.640.745;;1111;7,640745;7,640752;;7E-06;;;-4,5E-05;4,5E-05;;9E-05;
1112;7.640.752;;1112;7,640752;7,640804;;5,2E-05;;;4,5E-05;1E-06;;-4,4E-05;
1113;7.640.804;;1113;7,640804;7,640811;;7E-06;;;1E-06;-0,000124;;-0,000125;
1114;7.640.811;;1114;7,640811;7,640817;;6E-06;;;-0,000124;5,2E-05;;0,000176;
1115;7.640.817;;1115;7,640817;7,640947;;0,00013;;;5,2E-05;5,5E-05;;3E-06;
1116;7.640.947;;1116;7,640947;7,641025;;7,8E-05;;;5,5E-05;-0,001278;;-0,001333;
1117;7.641.025;;1117;7,641025;7,641048;;2,3E-05;;;-0,001278;0,001035;;0,002313;
1118;7.641.048;;1118;7,641048;7,642349;;0,001301;;;0,001035;-0,017631;;-0,018666;
1119;7.642.349;;1119;7,642349;7,642615;;0,000266;;;-0,017631;0,007775;;0,025406;
1120;7.642.615;;1120;7,642615;7,660512;;0,017897;;;0,007775;0,009357;;0,001582;
1121;7.660.512;;1121;7,660512;7,670634;;0,010122;;;0,009357;0,000758;;-0,008599;
1122;7.670.634;;1122;7,670634;7,671399;;0,000765;;;0,000758;-0,000129;;-0,000887;
1123;7.671.399;;1123;7,671399;7,671406;;7E-06;;;-0,000129;0,000109;;0,000238;
1124;7.671.406;;1124;7,671406;7,671542;;0,000136;;;0,000109;9E-06;;-1E-04;
1125;7.671.542;;1125;7,671542;7,671569;;2,7E-05;;;9E-06;-3E-06;;-1,2E-05;
1126;7.671.569;;1126;7,671569;7,671587;;1,8E-05;;;-3E-06;-0,031963;;-0,03196;
1127;7.671.587;;1127;7,671587;7,671608;;2,1E-05;;;-0,031963;0,00713;;0,039093;
1128;7.671.608;;1128;7,671608;7,703592;;0,031984;;;0,00713;0,000915;;-0,006215;
1129;7.703.592;;1129;7,703592;7,728446;;0,024854;;;0,000915;-0,173061;;-0,173976;
1130;7.728.446;;1130;7,728446;7,752385;;0,023939;;;-0,173061;0,156781;;0,329842;
1131;7.752.385;;1131;7,752385;7,949385;;0,197;;;0,156781;-0,890087;;-1,046868;
1132;7.949.385;;1132;7,949385;7,989604;;0,040219;;;-0,890087;0,930207;;1,820294;
1133;7.989.604;;1133;7,989604;8,91991;;0,930306;;;0,930207;-0,104085;;-1,034292;
1134;8.919.910;;1134;8,91991;8,920009;;9,9E-05;;;-0,104085;0,065336;;0,169421;
1135;8.920.009;;1135;8,920009;9,024193;;0,104184;;;0,065336;0,015639;;-0,049697;
1136;9.024.193;;1136;9,024193;9,063041;;0,038848;;;0,015639;-0,008867;;-0,024506;
1137;9.063.041;;1137;9,063041;9,08625;;0,023209;;;-0,008867;0,028371;;0,037238;
1138;9.086.250;;1138;9,08625;9,118326;;0,032076;;;0,028371;0,003321;;-0,02505;
1139;9.118.326;;1139;9,118326;9,122031;;0,003705;;;0,003321;-0,000395;;-0,003716;
1140;9.122.031;;1140;9,122031;9,122415;;0,000384;;;-0,000395;0,00076;;0,001155;
1141;9.122.415;;1141;9,122415;9,123194;;0,000779;;;0,00076;-0,000189;;-0,000949;
1142;9.123.194;;1142;9,123194;9,123213;;1,9E-05;;;-0,000189;-0,078649;;-0,07846;
1143;9.123.213;;1143;9,123213;9,123421;;0,000208;;;-0,078649;0,03512;;0,113769;
1144;9.123.421;;1144;9,123421;9,202278;;0,078857;;;0,03512;-0,01446;;-0,04958;
1145;9.202.278;;1145;9,202278;9,246015;;0,043737;;;-0,01446;0,027197;;0,041657;
1146;9.246.015;;1146;9,246015;9,304212;;0,058197;;;0,027197;0,025175;;-0,002022;
1147;9.304.212;;1147;9,304212;9,335212;;0,031;;;0,025175;0,005624;;-0,019551;
1148;9.335.212;;1148;9,335212;9,341037;;0,005825;;;0,005624;-0,011653;;-0,017277;
1149;9.341.037;;1149;9,341037;9,341238;;0,000201;;;-0,011653;0,011603;;0,023256;
1150;9.341.238;;1150;9,341238;9,353092;;0,011854;;;0,011603;-0,001477;;-0,01308;
1151;9.353.092;;1151;9,353092;9,353343;;0,000251;;;-0,001477;0,000786;;0,002263;
1152;9.353.343;;1152;9,353343;9,355071;;0,001728;;;0,000786;0,000833;;4,7E-05;
1153;9.355.071;;1153;9,355071;9,356013;;0,000942;;;0,000833;-0,002532;;-0,003365;
1154;9.356.013;;1154;9,356013;9,356122;;0,000109;;;-0,002532;-0,002418;;0,000114;
1155;9.356.122;;1155;9,356122;9,358763;;0,002641;;;-0,002418;-0,000132;;0,002286;
1156;9.358.763;;1156;9,358763;9,363822;;0,005059;;;-0,000132;0,00483;;0,004962;
1157;9.363.822;;1157;9,363822;9,369013;;0,005191;;;0,00483;-0,003464;;-0,008294;
1158;9.369.013;;1158;9,369013;9,369374;;0,000361;;;-0,003464;0,00298;;0,006444;
1159;9.369.374;;1159;9,369374;9,373199;;0,003825;;;0,00298;-0,004369;;-0,007349;
1160;9.373.199;;1160;9,373199;9,374044;;0,000845;;;-0,004369;-0,007526;;-0,003157;
1161;9.374.044;;1161;9,374044;9,379258;;0,005214;;;-0,007526;-0,006057;;0,001469;
1162;9.379.258;;1162;9,379258;9,391998;;0,01274;;;-0,006057;0,011519;;0,017576;
1163;9.391.998;;1163;9,391998;9,410795;;0,018797;;;0,011519;-0,000636;;-0,012155;
1164;9.410.795;;1164;9,410795;9,418073;;0,007278;;;-0,000636;-0,010197;;-0,009561;
1165;9.418.073;;1165;9,418073;9,425987;;0,007914;;;-0,010197;0,017785;;0,027982;
1166;9.425.987;;1166;9,425987;9,444098;;0,018111;;;0,017785;-0,003259;;-0,021044;
1167;9.444.098;;1167;9,444098;9,444424;;0,000326;;;-0,003259;0,003573;;0,006832;
1168;9.444.424;;1168;9,444424;9,448009;;0,003585;;;0,003573;-0,000195;;-0,003768;
1169;9.448.009;;1169;9,448009;9,448021;;1,2E-05;;;-0,000195;-0,001116;;-0,000921;
1170;9.448.021;;1170;9,448021;9,448228;;0,000207;;;-0,001116;0,001163;;0,002279;
1171;9.448.228;;1171;9,448228;9,449551;;0,001323;;;0,001163;-0,005647;;-0,00681;
1172;9.449.551;;1172;9,449551;9,449711;;0,00016;;;-0,005647;0,004215;;0,009862;
1173;9.449.711;;1173;9,449711;9,455518;;0,005807;;;0,004215;0,001526;;-0,002689;
1174;9.455.518;;1174;9,455518;9,45711;;0,001592;;;0,001526;6,1E-05;;-0,001465;
1175;9.457.110;;1175;9,45711;9,457176;;6,6E-05;;;6,1E-05;-0,000318;;-0,000379;
1176;9.457.176;;1176;9,457176;9,457181;;5E-06;;;-0,000318;-0,005616;;-0,005298;
1177;9.457.181;;1177;9,457181;9,457504;;0,000323;;;-0,005616;-0,009104;;-0,003488;
1178;9.457.504;;1178;9,457504;9,463443;;0,005939;;;-0,009104;0,009075;;0,018179;
1179;9.463.443;;1179;9,463443;9,478486;;0,015043;;;0,009075;0,000247;;-0,008828;
1180;9.478.486;;1180;9,478486;9,484454;;0,005968;;;0,000247;0,005454;;0,005207;
1181;9.484.454;;1181;9,484454;9,490175;;0,005721;;;0,005454;-0,002345;;-0,007799;
1182;9.490.175;;1182;9,490175;9,490442;;0,000267;;;-0,002345;0,0026;;0,004945;
1183;9.490.442;;1183;9,490442;9,493054;;0,002612;;;0,0026;-0,000163;;-0,002763;
1184;9.493.054;;1184;9,493054;9,493066;;1,2E-05;;;-0,000163;-9,5E-05;;6,8E-05;
1185;9.493.066;;1185;9,493066;9,493241;;0,000175;;;-9,5E-05;-0,016635;;-0,01654;
1186;9.493.241;;1186;9,493241;9,493511;;0,00027;;;-0,016635;0,016454;;0,033089;
1187;9.493.511;;1187;9,493511;9,510416;;0,016905;;;0,016454;0,000322;;-0,016132;
1188;9.510.416;;1188;9,510416;9,510867;;0,000451;;;0,000322;-8,8E-05;;-0,00041;
1189;9.510.867;;1189;9,510867;9,510996;;0,000129;;;-8,8E-05;2,4E-05;;0,000112;
1190;9.510.996;;1190;9,510996;9,511213;;0,000217;;;2,4E-05;-0,002383;;-0,002407;
1191;9.511.213;;1191;9,511213;9,511406;;0,000193;;;-0,002383;0,002497;;0,00488;
1192;9.511.406;;1192;9,511406;9,513982;;0,002576;;;0,002497;-9,7E-05;;-0,002594;
1193;9.513.982;;1193;9,513982;9,514061;;7,9E-05;;;-9,7E-05;-0,000696;;-0,000599;
1194;9.514.061;;1194;9,514061;9,514237;;0,000176;;;-0,000696;0,000832;;0,001528;
1195;9.514.237;;1195;9,514237;9,515109;;0,000872;;;0,000832;-0,000237;;-0,001069;
1196;9.515.109;;1196;9,515109;9,515149;;4E-05;;;-0,000237;-0,000707;;-0,00047;
1197;9.515.149;;1197;9,515149;9,515426;;0,000277;;;-0,000707;0,000895;;0,001602;
1198;9.515.426;;1198;9,515426;9,51641;;0,000984;;;0,000895;-0,000309;;-0,001204;
1199;9.516.410;;1199;9,51641;9,516499;;8,9E-05;;;-0,000309;0,000375;;0,000684;
1200;9.516.499;;1200;9,516499;9,516897;;0,000398;;;0,000375;-0,014078;;-0,014453;
1201;9.516.897;;1201;9,516897;9,51692;;2,3E-05;;;-0,014078;-0,005068;;0,00901;
1202;9.516.920;;1202;9,51692;9,531021;;0,014101;;;-0,005068;0,019006;;0,024074;
1203;9.531.021;;1203;9,531021;9,55019;;0,019169;;;0,019006;-4,8E-05;;-0,019054;
1204;9.550.190;;1204;9,55019;9,550353;;0,000163;;;-4,8E-05;-0,014452;;-0,014404;
1205;9.550.353;;1205;9,550353;9,550564;;0,000211;;;-0,014452;0,014648;;0,0291;
1206;9.550.564;;1206;9,550564;9,565227;;0,014663;;;0,014648;-0,000261;;-0,014909;
1207;9.565.227;;1207;9,565227;9,565242;;1,5E-05;;;-0,000261;0,000208;;0,000469;
1208;9.565.242;;1208;9,565242;9,565518;;0,000276;;;0,000208;-0,009661;;-0,009869;
1209;9.565.518;;1209;9,565518;9,565586;;6,8E-05;;;-0,009661;0,009033;;0,018694;
1210;9.565.586;;1210;9,565586;9,575315;;0,009729;;;0,009033;-0,000569;;-0,009602;
1211;9.575.315;;1211;9,575315;9,576011;;0,000696;;;-0,000569;0,001233;;0,001802;
1212;9.576.011;;1212;9,576011;9,577276;;0,001265;;;0,001233;-1,3E-05;;-0,001246;
1213;9.577.276;;1213;9,577276;9,577308;;3,2E-05;;;-1,3E-05;2,8E-05;;4,1E-05;
1214;9.577.308;;1214;9,577308;9,577353;;4,5E-05;;;2,8E-05;-0,000773;;-0,000801;
1215;9.577.353;;1215;9,577353;9,57737;;1,7E-05;;;-0,000773;0,000752;;0,001525;
1216;9.577.370;;1216;9,57737;9,57816;;0,00079;;;0,000752;-6,4E-05;;-0,000816;
1217;9.578.160;;1217;9,57816;9,578198;;3,8E-05;;;-6,4E-05;2,7E-05;;9,1E-05;
1218;9.578.198;;1218;9,578198;9,5783;;0,000102;;;2,7E-05;-0,000461;;-0,000488;
1219;9.578.300;;1219;9,5783;9,578375;;7,5E-05;;;-0,000461;0,000445;;0,000906;
1220;9.578.375;;1220;9,578375;9,578911;;0,000536;;;0,000445;-7E-06;;-0,000452;
1221;9.578.911;;1221;9,578911;9,579002;;9,1E-05;;;-7E-06;1E-05;;1,7E-05;
1222;9.579.002;;1222;9,579002;9,5791;;9,8E-05;;;1E-05;8E-05;;7E-05;
1223;9.579.100;;1223;9,5791;9,579188;;8,8E-05;;;8E-05;-5E-05;;-0,00013;
1224;9.579.188;;1224;9,579188;9,579196;;8E-06;;;-5E-05;-1,9E-05;;3,1E-05;
1225;9.579.196;;1225;9,579196;9,579254;;5,8E-05;;;-1,9E-05;7E-05;;8,9E-05;
1226;9.579.254;;1226;9,579254;9,579331;;7,7E-05;;;7E-05;-2,9E-05;;-9,9E-05;
1227;9.579.331;;1227;9,579331;9,579338;;7E-06;;;-2,9E-05;-0,000664;;-0,000635;
1228;9.579.338;;1228;9,579338;9,579374;;3,6E-05;;;-0,000664;0,000679;;0,001343;
1229;9.579.374;;1229;9,579374;9,580074;;0,0007;;;0,000679;8E-06;;-0,000671;
1230;9.580.074;;1230;9,580074;9,580095;;2,1E-05;;;8E-06;3E-06;;-5E-06;
1231;9.580.095;;1231;9,580095;9,580108;;1,3E-05;;;3E-06;-6E-06;;-9E-06;
1232;9.580.108;;1232;9,580108;9,580118;;1E-05;;;-6E-06;-0,000303;;-0,000297;
1233;9.580.118;;1233;9,580118;9,580134;;1,6E-05;;;-0,000303;-0,01025;;-0,009947;
1234;9.580.134;;1234;9,580134;9,580453;;0,000319;;;-0,01025;0,009703;;0,019953;
1235;9.580.453;;1235;9,580453;9,591022;;0,010569;;;0,009703;-0,002346;;-0,012049;
1236;9.591.022;;1236;9,591022;9,591888;;0,000866;;;-0,002346;-0,022946;;-0,0206;
1237;9.591.888;;1237;9,591888;9,5951;;0,003212;;;-0,022946;0,026144;;0,04909;
1238;9.595.100;;1238;9,5951;9,621258;;0,026158;;;0,026144;8E-06;;-0,026136;
1239;9.621.258;;1239;9,621258;9,621272;;1,4E-05;;;8E-06;-5,8E-05;;-6,6E-05;
1240;9.621.272;;1240;9,621272;9,621278;;6E-06;;;-5,8E-05;-0,000152;;-9,4E-05;
1241;9.621.278;;1241;9,621278;9,621342;;6,4E-05;;;-0,000152;-0,001372;;-0,00122;
1242;9.621.342;;1242;9,621342;9,621558;;0,000216;;;-0,001372;0,001578;;0,00295;
1243;9.621.558;;1243;9,621558;9,623146;;0,001588;;;0,001578;5E-06;;-0,001573;
1244;9.623.146;;1244;9,623146;9,623156;;1E-05;;;5E-06;-2,7E-05;;-3,2E-05;
1245;9.623.156;;1245;9,623156;9,623161;;5E-06;;;-2,7E-05;-0,000714;;-0,000687;
1246;9.623.161;;1246;9,623161;9,623193;;3,2E-05;;;-0,000714;0,000718;;0,001432;
1247;9.623.193;;1247;9,623193;9,623939;;0,000746;;;0,000718;-0,001249;;-0,001967;
1248;9.623.939;;1248;9,623939;9,623967;;2,8E-05;;;-0,001249;0,001179;;0,002428;
1249;9.623.967;;1249;9,623967;9,625244;;0,001277;;;0,001179;2,1E-05;;-0,001158;
1250;9.625.244;;1250;9,625244;9,625342;;9,8E-05;;;2,1E-05;4,4E-05;;2,3E-05;
1251;9.625.342;;1251;9,625342;9,625419;;7,7E-05;;;4,4E-05;-0,0014;;-0,001444;
1252;9.625.419;;1252;9,625419;9,625452;;3,3E-05;;;-0,0014;-0,002757;;-0,001357;
1253;9.625.452;;1253;9,625452;9,626885;;0,001433;;;-0,002757;-5,2E-05;;0,002705;
1254;9.626.885;;1254;9,626885;9,631075;;0,00419;;;-5,2E-05;0,004236;;0,004288;
1255;9.631.075;;1255;9,631075;9,635317;;0,004242;;;0,004236;2E-06;;-0,004234;
1256;9.635.317;;1256;9,635317;9,635323;;6E-06;;;2E-06;-2,7E-05;;-2,9E-05;
1257;9.635.323;;1257;9,635323;9,635327;;4E-06;;;-2,7E-05;-0,000779;;-0,000752;
1258;9.635.327;;1258;9,635327;9,635358;;3,1E-05;;;-0,000779;0,000628;;0,001407;
1259;9.635.358;;1259;9,635358;9,636168;;0,00081;;;0,000628;-0,002703;;-0,003331;
1260;9.636.168;;1260;9,636168;9,63635;;0,000182;;;-0,002703;0,002877;;0,00558;
1261;9.636.350;;1261;9,63635;9,639235;;0,002885;;;0,002877;-0,00023;;-0,003107;
1262;9.639.235;;1262;9,639235;9,639243;;8E-06;;;-0,00023;-0,004304;;-0,004074;
1263;9.639.243;;1263;9,639243;9,639481;;0,000238;;;-0,004304;0,002636;;0,00694;
1264;9.639.481;;1264;9,639481;9,644023;;0,004542;;;0,002636;0,00168;;-0,000956;
1265;9.644.023;;1265;9,644023;9,645929;;0,001906;;;0,00168;-0,00062;;-0,0023;
1266;9.645.929;;1266;9,645929;9,646155;;0,000226;;;-0,00062;0,00077;;0,00139;
1267;9.646.155;;1267;9,646155;9,647001;;0,000846;;;0,00077;-2,9E-05;;-0,000799;
1268;9.647.001;;1268;9,647001;9,647077;;7,6E-05;;;-2,9E-05;-0,000807;;-0,000778;
1269;9.647.077;;1269;9,647077;9,647182;;0,000105;;;-0,000807;-0,000275;;0,000532;
1270;9.647.182;;1270;9,647182;9,648094;;0,000912;;;-0,000275;0,001174;;0,001449;
1271;9.648.094;;1271;9,648094;9,649281;;0,001187;;;0,001174;-0,000114;;-0,001288;
1272;9.649.281;;1272;9,649281;9,649294;;1,3E-05;;;-0,000114;-0,00049;;-0,000376;
1273;9.649.294;;1273;9,649294;9,649421;;0,000127;;;-0,00049;0,000511;;0,001001;
1274;9.649.421;;1274;9,649421;9,650038;;0,000617;;;0,000511;-0,000853;;-0,001364;
1275;9.650.038;;1275;9,650038;9,650144;;0,000106;;;-0,000853;0,000903;;0,001756;
1276;9.650.144;;1276;9,650144;9,651103;;0,000959;;;0,000903;-3,2E-05;;-0,000935;
1277;9.651.103;;1277;9,651103;9,651159;;5,6E-05;;;-3,2E-05;-0,000523;;-0,000491;
1278;9.651.159;;1278;9,651159;9,651247;;8,8E-05;;;-0,000523;-0,001613;;-0,00109;
1279;9.651.247;;1279;9,651247;9,651858;;0,000611;;;-0,001613;0,002199;;0,003812;
1280;9.651.858;;1280;9,651858;9,654082;;0,002224;;;0,002199;-0,000208;;-0,002407;
1281;9.654.082;;1281;9,654082;9,654107;;2,5E-05;;;-0,000208;-0,024692;;-0,024484;
1282;9.654.107;;1282;9,654107;9,65434;;0,000233;;;-0,024692;0,024357;;0,049049;
1283;9.654.340;;1283;9,65434;9,679265;;0,024925;;;0,024357;-0,00077;;-0,025127;
1284;9.679.265;;1284;9,679265;9,679833;;0,000568;;;-0,00077;0,001036;;0,001806;
1285;9.679.833;;1285;9,679833;9,681171;;0,001338;;;0,001036;-0,001403;;-0,002439;
1286;9.681.171;;1286;9,681171;9,681473;;0,000302;;;-0,001403;0,001691;;0,003094;
1287;9.681.473;;1287;9,681473;9,683178;;0,001705;;;0,001691;-0,000725;;-0,002416;
1288;9.683.178;;1288;9,683178;9,683192;;1,4E-05;;;-0,000725;0,000584;;0,001309;
1289;9.683.192;;1289;9,683192;9,683931;;0,000739;;;0,000584;-0,00076;;-0,001344;
1290;9.683.931;;1290;9,683931;9,684086;;0,000155;;;-0,00076;0,000887;;0,001647;
1291;9.684.086;;1291;9,684086;9,685001;;0,000915;;;0,000887;1,8E-05;;-0,000869;
1292;9.685.001;;1292;9,685001;9,685029;;2,8E-05;;;1,8E-05;-0,003284;;-0,003302;
1293;9.685.029;;1293;9,685029;9,685039;;1E-05;;;-0,003284;-0,003514;;-0,00023;
1294;9.685.039;;1294;9,685039;9,688333;;0,003294;;;-0,003514;0,005272;;0,008786;
1295;9.688.333;;1295;9,688333;9,695141;;0,006808;;;0,005272;-0,019913;;-0,025185;
1296;9.695.141;;1296;9,695141;9,696677;;0,001536;;;-0,019913;-0,010572;;0,009341;
1297;9.696.677;;1297;9,696677;9,718126;;0,021449;;;-0,010572;0,030056;;0,040628;
1298;9.718.126;;1298;9,718126;9,750147;;0,032021;;;0,030056;0,001954;;-0,028102;
1299;9.750.147;;1299;9,750147;9,752112;;0,001965;;;0,001954;6E-06;;-0,001948;
1300;9.752.112;;1300;9,752112;9,752123;;1,1E-05;;;6E-06;-4,5E-05;;-5,1E-05;
1301;9.752.123;;1301;9,752123;9,752128;;5E-06;;;-4,5E-05;-0,000745;;-0,0007;
1302;9.752.128;;1302;9,752128;9,752178;;5E-05;;;-0,000745;0,000773;;0,001518;
1303;9.752.178;;1303;9,752178;9,752973;;0,000795;;;0,000773;-9,3E-05;;-0,000866;
1304;9.752.973;;1304;9,752973;9,752995;;2,2E-05;;;-9,3E-05;-0,00494;;-0,004847;
1305;9.752.995;;1305;9,752995;9,75311;;0,000115;;;-0,00494;0,005027;;0,009967;
1306;9.753.110;;1306;9,75311;9,758165;;0,005055;;;0,005027;-0,000698;;-0,005725;
1307;9.758.165;;1307;9,758165;9,758193;;2,8E-05;;;-0,000698;7,8E-05;;0,000776;
1308;9.758.193;;1308;9,758193;9,758919;;0,000726;;;7,8E-05;-0,043104;;-0,043182;
1309;9.758.919;;1309;9,758919;9,759567;;0,000648;;;-0,043104;0,041828;;0,084932;
1310;9.759.567;;1310;9,759567;9,803319;;0,043752;;;0,041828;0,001675;;-0,040153;
1311;9.803.319;;1311;9,803319;9,805243;;0,001924;;;0,001675;-0,011289;;-0,012964;
1312;9.805.243;;1312;9,805243;9,805492;;0,000249;;;-0,011289;0,010742;;0,022031;
1313;9.805.492;;1313;9,805492;9,81703;;0,011538;;;0,010742;0,000786;;-0,009956;
1314;9.817.030;;1314;9,81703;9,817826;;0,000796;;;0,000786;-0,001428;;-0,002214;
1315;9.817.826;;1315;9,817826;9,817836;;1E-05;;;-0,001428;0,00133;;0,002758;
1316;9.817.836;;1316;9,817836;9,819274;;0,001438;;;0,00133;-0,015139;;-0,016469;
1317;9.819.274;;1317;9,819274;9,819382;;0,000108;;;-0,015139;0,014859;;0,029998;
1318;9.819.382;;1318;9,819382;9,834629;;0,015247;;;0,014859;-0,000296;;-0,015155;
