No.;Time;;No.;Time;Time 2;;Delay;Total Delay;;Delay 1;Delay 2;;Jitter;Total Jitter
285;7.864.240;;285;7,86424;7,936441;;0,072201;;;0,069395;0,000572;;-0,068823;
286;7.936.441;;286;7,936441;7,939247;;0,002806;;;0,000572;0,002202;;0,00163;
287;7.939.247;;287;7,939247;7,941481;;0,002234;;;0,002202;-0,001125;;-0,003327;
288;7.941.481;;288;7,941481;7,941513;;3,2E-05;;;-0,001125;-0,005848;;-0,004723;
289;7.941.513;;289;7,941513;7,94267;;0,001157;;;-0,005848;0,006968;;0,012816;
290;7.942.670;;290;7,94267;7,949675;;0,007005;;;0,006968;-8,4E-05;;-0,007052;
291;7.949.675;;291;7,949675;7,949712;;3,7E-05;;;-8,4E-05;8,4E-05;;0,000168;
292;7.949.712;;292;7,949712;7,949833;;0,000121;;;8,4E-05;1,1E-05;;-7,3E-05;
293;7.949.833;;293;7,949833;7,94987;;3,7E-05;;;1,1E-05;-3E-06;;-1,4E-05;
294;7.949.870;;294;7,94987;7,949896;;2,6E-05;;;-3E-06;-0,002285;;-0,002282;
295;7.949.896;;295;7,949896;7,949925;;2,9E-05;;;-0,002285;0,00213;;0,004415;
296;7.949.925;;296;7,949925;7,952239;;0,002314;;;0,00213;6,1E-05;;-0,002069;
297;7.952.239;;297;7,952239;7,952423;;0,000184;;;6,1E-05;8,5E-05;;2,4E-05;
298;7.952.423;;298;7,952423;7,952546;;0,000123;;;8,5E-05;-0,075731;;-0,075816;
299;7.952.546;;299;7,952546;7,952584;;3,8E-05;;;-0,075731;0,074645;;0,150376;
300;7.952.584;;300;7,952584;8,028353;;0,075769;;;0,074645;0,001104;;-0,073541;
301;8.028.353;;301;8,028353;8,029477;;0,001124;;;0,001104;-0,000114;;-0,001218;
302;8.029.477;;302;8,029477;8,029497;;2E-05;;;-0,000114;-0,000426;;-0,000312;
303;8.029.497;;303;8,029497;8,029631;;0,000134;;;-0,000426;-0,070656;;-0,07023;
304;8.029.631;;304;8,029631;8,030191;;0,00056;;;-0,070656;0,07118;;0,141836;
305;8.030.191;;305;8,030191;8,101407;;0,071216;;;0,07118;2,1E-05;;-0,071159;
306;8.101.407;;306;8,101407;8,101443;;3,6E-05;;;2,1E-05;-0,000233;;-0,000254;
307;8.101.443;;307;8,101443;8,101458;;1,5E-05;;;-0,000233;-0,000404;;-0,000171;
308;8.101.458;;308;8,101458;8,101706;;0,000248;;;-0,000404;0,000545;;0,000949;
309;8.101.706;;309;8,101706;8,102358;;0,000652;;;0,000545;-0,000955;;-0,0015;
310;8.102.358;;310;8,102358;8,102465;;0,000107;;;-0,000955;-0,060902;;-0,059947;
311;8.102.465;;311;8,102465;8,103527;;0,001062;;;-0,060902;-0,115121;;-0,054219;
312;8.103.527;;312;8,103527;8,165491;;0,061964;;;-0,115121;0,17696;;0,292081;
313;8.165.491;;313;8,165491;8,342576;;0,177085;;;0,17696;0,000112;;-0,176848;
314;8.342.576;;314;8,342576;8,342701;;0,000125;;;0,000112;-1,9E-05;;-0,000131;
315;8.342.701;;315;8,342701;8,342714;;1,3E-05;;;-1,9E-05;-0,000603;;-0,000584;
316;8.342.714;;316;8,342714;8,342746;;3,2E-05;;;-0,000603;0,0006;;0,001203;
317;8.342.746;;317;8,342746;8,343381;;0,000635;;;0,0006;-1,1E-05;;-0,000611;
318;8.343.381;;318;8,343381;8,343416;;3,5E-05;;;-1,1E-05;5E-06;;1,6E-05;
319;8.343.416;;319;8,343416;8,343462;;4,6E-05;;;5E-06;-0,000124;;-0,000129;
320;8.343.462;;320;8,343462;8,343503;;4,1E-05;;;-0,000124;-0,001635;;-0,001511;
321;8.343.503;;321;8,343503;8,343668;;0,000165;;;-0,001635;0,001732;;0,003367;
322;8.343.668;;322;8,343668;8,345468;;0,0018;;;0,001732;3,8E-05;;-0,001694;
323;8.345.468;;323;8,345468;8,345536;;6,8E-05;;;3,8E-05;-0,007792;;-0,00783;
324;8.345.536;;324;8,345536;8,345566;;3E-05;;;-0,007792;0,007799;;0,015591;
325;8.345.566;;325;8,345566;8,353388;;0,007822;;;0,007799;-9,5E-05;;-0,007894;
326;8.353.388;;326;8,353388;8,353411;;2,3E-05;;;-9,5E-05;-0,028828;;-0,028733;
327;8.353.411;;327;8,353411;8,353529;;0,000118;;;-0,028828;0,028911;;0,057739;
328;8.353.529;;328;8,353529;8,382475;;0,028946;;;0,028911;-0,000155;;-0,029066;
329;8.382.475;;329;8,382475;8,38251;;3,5E-05;;;-0,000155;-0,0004;;-0,000245;
330;8.382.510;;330;8,38251;8,3827;;0,00019;;;-0,0004;0,000518;;0,000918;
331;8.382.700;;331;8,3827;8,38329;;0,00059;;;0,000518;4,9E-05;;-0,000469;
332;8.383.290;;332;8,38329;8,383362;;7,2E-05;;;4,9E-05;-0,000885;;-0,000934;
333;8.383.362;;333;8,383362;8,383385;;2,3E-05;;;-0,000885;0,000856;;0,001741;
334;8.383.385;;334;8,383385;8,384293;;0,000908;;;0,000856;-6,4E-05;;-0,00092;
335;8.384.293;;335;8,384293;8,384345;;5,2E-05;;;-6,4E-05;-0,00072;;-0,000656;
336;8.384.345;;336;8,384345;8,384461;;0,000116;;;-0,00072;0,000765;;0,001485;
337;8.384.461;;337;8,384461;8,385297;;0,000836;;;0,000765;4,2E-05;;-0,000723;
338;8.385.297;;338;8,385297;8,385368;;7,1E-05;;;4,2E-05;-0,021067;;-0,021109;
339;8.385.368;;339;8,385368;8,385397;;2,9E-05;;;-0,021067;0,021038;;0,042105;
340;8.385.397;;340;8,385397;8,406493;;0,021096;;;0,021038;4E-06;;-0,021034;
341;8.406.493;;341;8,406493;8,406551;;5,8E-05;;;4E-06;-0,000539;;-0,000543;
342;8.406.551;;342;8,406551;8,406605;;5,4E-05;;;-0,000539;0,000434;;0,000973;
343;8.406.605;;343;8,406605;8,407198;;0,000593;;;0,000434;-0,002769;;-0,003203;
344;8.407.198;;344;8,407198;8,407357;;0,000159;;;-0,002769;0,002875;;0,005644;
345;8.407.357;;345;8,407357;8,410285;;0,002928;;;0,002875;-6,2E-05;;-0,002937;
346;8.410.285;;346;8,410285;8,410338;;5,3E-05;;;-6,2E-05;-0,07845;;-0,078388;
347;8.410.338;;347;8,410338;8,410453;;0,000115;;;-0,07845;0,078053;;0,156503;
348;8.410.453;;348;8,410453;8,489018;;0,078565;;;0,078053;-0,008445;;-0,086498;
349;8.489.018;;349;8,489018;8,48953;;0,000512;;;-0,008445;0,008552;;0,016997;
350;8.489.530;;350;8,48953;8,498487;;0,008957;;;0,008552;-0,019918;;-0,02847;
351;8.498.487;;351;8,498487;8,498892;;0,000405;;;-0,019918;0,01991;;0,039828;
352;8.498.892;;352;8,498892;8,519215;;0,020323;;;0,01991;-0,002362;;-0,022272;
353;8.519.215;;353;8,519215;8,519628;;0,000413;;;-0,002362;-0,071276;;-0,068914;
354;8.519.628;;354;8,519628;8,522403;;0,002775;;;-0,071276;0,072892;;0,144168;
355;8.522.403;;355;8,522403;8,596454;;0,074051;;;0,072892;0,001;;-0,071892;
356;8.596.454;;356;8,596454;8,597613;;0,001159;;;0,001;0,000147;;-0,000853;
357;8.597.613;;357;8,597613;8,597772;;0,000159;;;0,000147;-0,00029;;-0,000437;
358;8.597.772;;358;8,597772;8,597784;;1,2E-05;;;-0,00029;-0,032989;;-0,032699;
359;8.597.784;;359;8,597784;8,598086;;0,000302;;;-0,032989;0,033212;;0,066201;
360;8.598.086;;360;8,598086;8,631377;;0,033291;;;0,033212;-0,016685;;-0,049897;
361;8.631.377;;361;8,631377;8,631456;;7,9E-05;;;-0,016685;0,016562;;0,033247;
362;8.631.456;;362;8,631456;8,64822;;0,016764;;;0,016562;-0,000106;;-0,016668;
363;8.648.220;;363;8,64822;8,648422;;0,000202;;;-0,000106;-0,016236;;-0,01613;
364;8.648.422;;364;8,648422;8,64873;;0,000308;;;-0,016236;0,016517;;0,032753;
365;8.648.730;;365;8,64873;8,665274;;0,016544;;;0,016517;-0,000672;;-0,017189;
366;8.665.274;;366;8,665274;8,665301;;2,7E-05;;;-0,000672;0,000521;;0,001193;
367;8.665.301;;367;8,665301;8,666;;0,000699;;;0,000521;-0,00127;;-0,001791;
368;8.666.000;;368;8,666;8,666178;;0,000178;;;-0,00127;0,001274;;0,002544;
369;8.666.178;;369;8,666178;8,667626;;0,001448;;;0,001274;-0,000157;;-0,001431;
370;8.667.626;;370;8,667626;8,6678;;0,000174;;;-0,000157;-0,026757;;-0,0266;
371;8.667.800;;371;8,6678;8,668131;;0,000331;;;-0,026757;0,014019;;0,040776;
372;8.668.131;;372;8,668131;8,695219;;0,027088;;;0,014019;0,011912;;-0,002107;
373;8.695.219;;373;8,695219;8,708288;;0,013069;;;0,011912;0,001057;;-0,010855;
374;8.708.288;;374;8,708288;8,709445;;0,001157;;;0,001057;8,7E-05;;-0,00097;
375;8.709.445;;375;8,709445;8,709545;;1E-04;;;8,7E-05;-4,9E-05;;-0,000136;
376;8.709.545;;376;8,709545;8,709558;;1,3E-05;;;-4,9E-05;-0,0005;;-0,000451;
377;8.709.558;;377;8,709558;8,70962;;6,2E-05;;;-0,0005;0,000532;;0,001032;
378;8.709.620;;378;8,70962;8,710182;;0,000562;;;0,000532;-0,000413;;-0,000945;
379;8.710.182;;379;8,710182;8,710212;;3E-05;;;-0,000413;-0,009759;;-0,009346;
380;8.710.212;;380;8,710212;8,710655;;0,000443;;;-0,009759;0,009702;;0,019461;
381;8.710.655;;381;8,710655;8,720857;;0,010202;;;0,009702;-0,0003;;-0,010002;
382;8.720.857;;382;8,720857;8,721357;;0,0005;;;-0,0003;0,000333;;0,000633;
383;8.721.357;;383;8,721357;8,722157;;0,0008;;;0,000333;5,9E-05;;-0,000274;
384;8.722.157;;384;8,722157;8,722624;;0,000467;;;5,9E-05;0,000209;;0,00015;
385;8.722.624;;385;8,722624;8,723032;;0,000408;;;0,000209;-4,1E-05;;-0,00025;
386;8.723.032;;386;8,723032;8,723231;;0,000199;;;-4,1E-05;2,1E-05;;6,2E-05;
387;8.723.231;;387;8,723231;8,723471;;0,00024;;;2,1E-05;-0,005141;;-0,005162;
388;8.723.471;;388;8,723471;8,72369;;0,000219;;;-0,005141;0,005132;;0,010273;
389;8.723.690;;389;8,72369;8,72905;;0,00536;;;0,005132;0,000217;;-0,004915;
390;8.729.050;;390;8,72905;8,729278;;0,000228;;;0,000217;-6,4E-05;;-0,000281;
391;8.729.278;;391;8,729278;8,729289;;1,1E-05;;;-6,4E-05;-0,000308;;-0,000244;
392;8.729.289;;392;8,729289;8,729364;;7,5E-05;;;-0,000308;8E-05;;0,000388;
393;8.729.364;;393;8,729364;8,729747;;0,000383;;;8E-05;0,000239;;0,000159;
394;8.729.747;;394;8,729747;8,73005;;0,000303;;;0,000239;5,8E-05;;-0,000181;
395;8.730.050;;395;8,73005;8,730114;;6,4E-05;;;5,8E-05;-0,003256;;-0,003314;
396;8.730.114;;396;8,730114;8,73012;;6E-06;;;-0,003256;-0,007882;;-0,004626;
397;8.730.120;;397;8,73012;8,733382;;0,003262;;;-0,007882;0,01065;;0,018532;
398;8.733.382;;398;8,733382;8,744526;;0,011144;;;0,01065;1,5E-05;;-0,010635;
399;8.744.526;;399;8,744526;8,74502;;0,000494;;;1,5E-05;0,000375;;0,00036;
400;8.745.020;;400;8,74502;8,745499;;0,000479;;;0,000375;8,5E-05;;-0,00029;
401;8.745.499;;401;8,745499;8,745603;;0,000104;;;8,5E-05;1,1E-05;;-7,4E-05;
402;8.745.603;;402;8,745603;8,745622;;1,9E-05;;;1,1E-05;-2E-06;;-1,3E-05;
403;8.745.622;;403;8,745622;8,74563;;8E-06;;;-2E-06;-5,3E-05;;-5,1E-05;
404;8.745.630;;404;8,74563;8,74564;;1E-05;;;-5,3E-05;-0,000399;;-0,000346;
405;8.745.640;;405;8,74564;8,745703;;6,3E-05;;;-0,000399;0,000158;;0,000557;
406;8.745.703;;406;8,745703;8,746165;;0,000462;;;0,000158;-1,3E-05;;-0,000171;
407;8.746.165;;407;8,746165;8,746469;;0,000304;;;-1,3E-05;0,000225;;0,000238;
408;8.746.469;;408;8,746469;8,746786;;0,000317;;;0,000225;2,2E-05;;-0,000203;
409;8.746.786;;409;8,746786;8,746878;;9,2E-05;;;2,2E-05;-0,001704;;-0,001726;
410;8.746.878;;410;8,746878;8,746948;;7E-05;;;-0,001704;0,000398;;0,002102;
411;8.746.948;;411;8,746948;8,748722;;0,001774;;;0,000398;0,000439;;4,1E-05;
412;8.748.722;;412;8,748722;8,750098;;0,001376;;;0,000439;0,000656;;0,000217;
413;8.750.098;;413;8,750098;8,751035;;0,000937;;;0,000656;0,000232;;-0,000424;
414;8.751.035;;414;8,751035;8,751316;;0,000281;;;0,000232;-3,1E-05;;-0,000263;
415;8.751.316;;415;8,751316;8,751365;;4,9E-05;;;-3,1E-05;6,5E-05;;9,6E-05;
416;8.751.365;;416;8,751365;8,751445;;8E-05;;;6,5E-05;-0,000617;;-0,000682;
417;8.751.445;;417;8,751445;8,75146;;1,5E-05;;;-0,000617;0,000586;;0,001203;
418;8.751.460;;418;8,75146;8,752092;;0,000632;;;0,000586;1,1E-05;;-0,000575;
419;8.752.092;;419;8,752092;8,752138;;4,6E-05;;;1,1E-05;3E-05;;1,9E-05;
420;8.752.138;;420;8,752138;8,752173;;3,5E-05;;;3E-05;-0,00044;;-0,00047;
421;8.752.173;;421;8,752173;8,752178;;5E-06;;;-0,00044;-0,002052;;-0,001612;
422;8.752.178;;422;8,752178;8,752623;;0,000445;;;-0,002052;0,002456;;0,004508;
423;8.752.623;;423;8,752623;8,75512;;0,002497;;;0,002456;-0,00025;;-0,002706;
424;8.755.120;;424;8,75512;8,755161;;4,1E-05;;;-0,00025;-0,000966;;-0,000716;
425;8.755.161;;425;8,755161;8,755452;;0,000291;;;-0,000966;-0,000202;;0,000764;
426;8.755.452;;426;8,755452;8,756709;;0,001257;;;-0,000202;0,000494;;0,000696;
427;8.756.709;;427;8,756709;8,758168;;0,001459;;;0,000494;0,000514;;2E-05;
428;8.758.168;;428;8,758168;8,759133;;0,000965;;;0,000514;-0,001064;;-0,001578;
429;8.759.133;;429;8,759133;8,759584;;0,000451;;;-0,001064;0,00031;;0,001374;
430;8.759.584;;430;8,759584;8,761099;;0,001515;;;0,00031;0,000381;;7,1E-05;
431;8.761.099;;431;8,761099;8,762304;;0,001205;;;0,000381;0,000608;;0,000227;
432;8.762.304;;432;8,762304;8,763128;;0,000824;;;0,000608;-0,001785;;-0,002393;
433;8.763.128;;433;8,763128;8,763344;;0,000216;;;-0,001785;0,00178;;0,003565;
434;8.763.344;;434;8,763344;8,765345;;0,002001;;;0,00178;-0,000145;;-0,001925;
435;8.765.345;;435;8,765345;8,765566;;0,000221;;;-0,000145;0,000113;;0,000258;
436;8.765.566;;436;8,765566;8,765932;;0,000366;;;0,000113;-0,001737;;-0,00185;
437;8.765.932;;437;8,765932;8,766185;;0,000253;;;-0,001737;0,00092;;0,002657;
438;8.766.185;;438;8,766185;8,768175;;0,00199;;;0,00092;0,000142;;-0,000778;
439;8.768.175;;439;8,768175;8,769245;;0,00107;;;0,000142;0,00089;;0,000748;
440;8.769.245;;440;8,769245;8,770173;;0,000928;;;0,00089;-0,002052;;-0,002942;
441;8.770.173;;441;8,770173;8,770211;;3,8E-05;;;-0,002052;5,7E-05;;0,002109;
442;8.770.211;;442;8,770211;8,772301;;0,00209;;;5,7E-05;0,001999;;0,001942;
443;8.772.301;;443;8,772301;8,774334;;0,002033;;;0,001999;-0,000626;;-0,002625;
444;8.774.334;;444;8,774334;8,774368;;3,4E-05;;;-0,000626;-0,000341;;0,000285;
445;8.774.368;;445;8,774368;8,775028;;0,00066;;;-0,000341;0,000798;;0,001139;
446;8.775.028;;446;8,775028;8,776029;;0,001001;;;0,000798;-0,001911;;-0,002709;
447;8.776.029;;447;8,776029;8,776232;;0,000203;;;-0,001911;0,002086;;0,003997;
448;8.776.232;;448;8,776232;8,778346;;0,002114;;;0,002086;-0,000596;;-0,002682;
449;8.778.346;;449;8,778346;8,778374;;2,8E-05;;;-0,000596;0,000405;;0,001001;
450;8.778.374;;450;8,778374;8,778998;;0,000624;;;0,000405;-0,00168;;-0,002085;
451;8.778.998;;451;8,778998;8,779217;;0,000219;;;-0,00168;-7,7E-05;;0,001603;
452;8.779.217;;452;8,779217;8,781116;;0,001899;;;-7,7E-05;0,001693;;0,00177;
453;8.781.116;;453;8,781116;8,783092;;0,001976;;;0,001693;6,4E-05;;-0,001629;
454;8.783.092;;454;8,783092;8,783375;;0,000283;;;6,4E-05;9,2E-05;;2,8E-05;
455;8.783.375;;455;8,783375;8,783594;;0,000219;;;9,2E-05;-0,00139;;-0,001482;
456;8.783.594;;456;8,783594;8,783721;;0,000127;;;-0,00139;0,001471;;0,002861;
457;8.783.721;;457;8,783721;8,785238;;0,001517;;;0,001471;-0,000199;;-0,00167;
458;8.785.238;;458;8,785238;8,785284;;4,6E-05;;;-0,000199;-0,003492;;-0,003293;
459;8.785.284;;459;8,785284;8,785529;;0,000245;;;-0,003492;0,003688;;0,00718;
460;8.785.529;;460;8,785529;8,789266;;0,003737;;;0,003688;-0,000426;;-0,004114;
461;8.789.266;;461;8,789266;8,789315;;4,9E-05;;;-0,000426;-0,001948;;-0,001522;
462;8.789.315;;462;8,789315;8,78979;;0,000475;;;-0,001948;0,000551;;0,002499;
463;8.789.790;;463;8,78979;8,792213;;0,002423;;;0,000551;0,001591;;0,00104;
464;8.792.213;;464;8,792213;8,794085;;0,001872;;;0,001591;-0,016552;;-0,018143;
465;8.794.085;;465;8,794085;8,794366;;0,000281;;;-0,016552;0,009786;;0,026338;
466;8.794.366;;466;8,794366;8,811199;;0,016833;;;0,009786;0,006066;;-0,00372;
467;8.811.199;;467;8,811199;8,818246;;0,007047;;;0,006066;-0,001026;;-0,007092;
468;8.818.246;;468;8,818246;8,819227;;0,000981;;;-0,001026;0,001296;;0,002322;
469;8.819.227;;469;8,819227;8,821234;;0,002007;;;0,001296;0,000308;;-0,000988;
470;8.821.234;;470;8,821234;8,821945;;0,000711;;;0,000308;-0,009552;;-0,00986;
471;8.821.945;;471;8,821945;8,822348;;0,000403;;;-0,009552;0,009673;;0,019225;
472;8.822.348;;472;8,822348;8,832303;;0,009955;;;0,009673;-0,000298;;-0,009971;
473;8.832.303;;473;8,832303;8,832585;;0,000282;;;-0,000298;-0,002749;;-0,002451;
474;8.832.585;;474;8,832585;8,833165;;0,00058;;;-0,002749;0,003223;;0,005972;
475;8.833.165;;475;8,833165;8,836494;;0,003329;;;0,003223;9,5E-05;;-0,003128;
476;8.836.494;;476;8,836494;8,8366;;0,000106;;;9,5E-05;-0,000115;;-0,00021;
477;8.836.600;;477;8,8366;8,836611;;1,1E-05;;;-0,000115;-6,5E-05;;5E-05;
478;8.836.611;;478;8,836611;8,836737;;0,000126;;;-6,5E-05;-0,00021;;-0,000145;
479;8.836.737;;479;8,836737;8,836928;;0,000191;;;-0,00021;-0,001665;;-0,001455;
480;8.836.928;;480;8,836928;8,837329;;0,000401;;;-0,001665;0,002032;;0,003697;
481;8.837.329;;481;8,837329;8,839395;;0,002066;;;0,002032;-0,000619;;-0,002651;
482;8.839.395;;482;8,839395;8,839429;;3,4E-05;;;-0,000619;-0,001904;;-0,001285;
483;8.839.429;;483;8,839429;8,840082;;0,000653;;;-0,001904;0,002441;;0,004345;
484;8.840.082;;484;8,840082;8,842639;;0,002557;;;0,002441;0,000106;;-0,002335;
485;8.842.639;;485;8,842639;8,842755;;0,000116;;;0,000106;-6,2E-05;;-0,000168;
486;8.842.755;;486;8,842755;8,842765;;1E-05;;;-6,2E-05;3,3E-05;;9,5E-05;
487;8.842.765;;487;8,842765;8,842837;;7,2E-05;;;3,3E-05;2,2E-05;;-1,1E-05;
488;8.842.837;;488;8,842837;8,842876;;3,9E-05;;;2,2E-05;-1,7E-05;;-3,9E-05;
489;8.842.876;;489;8,842876;8,842893;;1,7E-05;;;-1,7E-05;-1,8E-05;;-1E-06;
490;8.842.893;;490;8,842893;8,842927;;3,4E-05;;;-1,8E-05;4E-06;;2,2E-05;
491;8.842.927;;491;8,842927;8,842979;;5,2E-05;;;4E-06;-0,000208;;-0,000212;
492;8.842.979;;492;8,842979;8,843027;;4,8E-05;;;-0,000208;0,000219;;0,000427;
493;8.843.027;;493;8,843027;8,843283;;0,000256;;;0,000219;-0,000187;;-0,000406;
494;8.843.283;;494;8,843283;8,84332;;3,7E-05;;;-0,000187;-0,00262;;-0,002433;
495;8.843.320;;495;8,84332;8,843544;;0,000224;;;-0,00262;0,00282;;0,00544;
496;8.843.544;;496;8,843544;8,846388;;0,002844;;;0,00282;-0,000224;;-0,003044;
497;8.846.388;;497;8,846388;8,846412;;2,4E-05;;;-0,000224;-0,000383;;-0,000159;
498;8.846.412;;498;8,846412;8,84666;;0,000248;;;-0,000383;0,000546;;0,000929;
499;8.846.660;;499;8,84666;8,847291;;0,000631;;;0,000546;7,9E-05;;-0,000467;
500;8.847.291;;500;8,847291;8,847376;;8,5E-05;;;7,9E-05;-0,000383;;-0,000462;
501;8.847.376;;501;8,847376;8,847382;;6E-06;;;-0,000383;0,000297;;0,00068;
502;8.847.382;;502;8,847382;8,847771;;0,000389;;;0,000297;-0,001218;;-0,001515;
503;8.847.771;;503;8,847771;8,847863;;9,2E-05;;;-0,001218;0,00126;;0,002478;
504;8.847.863;;504;8,847863;8,849173;;0,00131;;;0,00126;-2,2E-05;;-0,001282;
505;8.849.173;;505;8,849173;8,849223;;5E-05;;;-2,2E-05;-0,001951;;-0,001929;
506;8.849.223;;506;8,849223;8,849295;;7,2E-05;;;-0,001951;0,00198;;0,003931;
507;8.849.295;;507;8,849295;8,851318;;0,002023;;;0,00198;-9,5E-05;;-0,002075;
508;8.851.318;;508;8,851318;8,851361;;4,3E-05;;;-9,5E-05;-0,000712;;-0,000617;
509;8.851.361;;509;8,851361;8,851499;;0,000138;;;-0,000712;-0,008352;;-0,00764;
510;8.851.499;;510;8,851499;8,852349;;0,00085;;;-0,008352;0,009175;;0,017527;
511;8.852.349;;511;8,852349;8,861551;;0,009202;;;0,009175;-4E-06;;-0,009179;
512;8.861.551;;512;8,861551;8,861578;;2,7E-05;;;-4E-06;-9,7E-05;;-9,3E-05;
513;8.861.578;;513;8,861578;8,861609;;3,1E-05;;;-9,7E-05;8E-05;;0,000177;
514;8.861.609;;514;8,861609;8,861737;;0,000128;;;8E-05;-1,77636E-15;;-8E-05;
515;8.861.737;;515;8,861737;8,861785;;4,8E-05;;;-1,77636E-15;-3,5E-05;;-3,5E-05;
516;8.861.785;;516;8,861785;8,861833;;4,8E-05;;;-3,5E-05;-0,00108;;-0,001045;
517;8.861.833;;517;8,861833;8,861916;;8,3E-05;;;-0,00108;0,001028;;0,002108;
518;8.861.916;;518;8,861916;8,863079;;0,001163;;;0,001028;7,1E-05;;-0,000957;
519;8.863.079;;519;8,863079;8,863214;;0,000135;;;7,1E-05;-0,001967;;-0,002038;
520;8.863.214;;520;8,863214;8,863278;;6,4E-05;;;-0,001967;0,001938;;0,003905;
521;8.863.278;;521;8,863278;8,865309;;0,002031;;;0,001938;6,4E-05;;-0,001874;
522;8.865.309;;522;8,865309;8,865402;;9,3E-05;;;6,4E-05;-1,9E-05;;-8,3E-05;
523;8.865.402;;523;8,865402;8,865431;;2,9E-05;;;-1,9E-05;-0,000791;;-0,000772;
524;8.865.431;;524;8,865431;8,865479;;4,8E-05;;;-0,000791;0,000757;;0,001548;
525;8.865.479;;525;8,865479;8,866318;;0,000839;;;0,000757;3,8E-05;;-0,000719;
526;8.866.318;;526;8,866318;8,8664;;8,2E-05;;;3,8E-05;1E-06;;-3,7E-05;
527;8.866.400;;527;8,8664;8,866444;;4,4E-05;;;1E-06;4E-05;;3,9E-05;
528;8.866.444;;528;8,866444;8,866487;;4,3E-05;;;4E-05;-0,000203;;-0,000243;
529;8.866.487;;529;8,866487;8,86649;;3E-06;;;-0,000203;-0,00136;;-0,001157;
530;8.866.490;;530;8,86649;8,866696;;0,000206;;;-0,00136;0,001512;;0,002872;
531;8.866.696;;531;8,866696;8,868262;;0,001566;;;0,001512;-4,5E-05;;-0,001557;
532;8.868.262;;532;8,868262;8,868316;;5,4E-05;;;-4,5E-05;-0,001599;;-0,001554;
533;8.868.316;;533;8,868316;8,868415;;9,9E-05;;;-0,001599;0,001625;;0,003224;
534;8.868.415;;534;8,868415;8,870113;;0,001698;;;0,001625;-1,1E-05;;-0,001636;
535;8.870.113;;535;8,870113;8,870186;;7,3E-05;;;-1,1E-05;-0,000682;;-0,000671;
536;8.870.186;;536;8,870186;8,87027;;8,4E-05;;;-0,000682;0,000754;;0,001436;
537;8.870.270;;537;8,87027;8,871036;;0,000766;;;0,000754;-0,00015;;-0,000904;
538;8.871.036;;538;8,871036;8,871048;;1,2E-05;;;-0,00015;-0,000191;;-4,1E-05;
539;8.871.048;;539;8,871048;8,87121;;0,000162;;;-0,000191;-0,004604;;-0,004413;
540;8.871.210;;540;8,87121;8,871563;;0,000353;;;-0,004604;-0,003775;;0,000829;
541;8.871.563;;541;8,871563;8,87652;;0,004957;;;-0,003775;0,004701;;0,008476;
542;8.876.520;;542;8,87652;8,885252;;0,008732;;;0,004701;0,003729;;-0,000972;
543;8.885.252;;543;8,885252;8,889283;;0,004031;;;0,003729;-0,00138;;-0,005109;
544;8.889.283;;544;8,889283;8,889585;;0,000302;;;-0,00138;0,001647;;0,003027;
545;8.889.585;;545;8,889585;8,891267;;0,001682;;;0,001647;-0,000365;;-0,002012;
546;8.891.267;;546;8,891267;8,891302;;3,5E-05;;;-0,000365;-0,008714;;-0,008349;
547;8.891.302;;547;8,891302;8,891702;;0,0004;;;-0,008714;0,005809;;0,014523;
548;8.891.702;;548;8,891702;8,900816;;0,009114;;;0,005809;-0,016164;;-0,021973;
549;8.900.816;;549;8,900816;8,904121;;0,003305;;;-0,016164;0,01943;;0,035594;
550;8.904.121;;550;8,904121;8,92359;;0,019469;;;0,01943;-5,2E-05;;-0,019482;
551;8.923.590;;551;8,92359;8,923629;;3,9E-05;;;-5,2E-05;8E-05;;0,000132;
552;8.923.629;;552;8,923629;8,92372;;9,1E-05;;;8E-05;4E-06;;-7,6E-05;
553;8.923.720;;553;8,92372;8,923731;;1,1E-05;;;4E-06;-1,7E-05;;-2,1E-05;
554;8.923.731;;554;8,923731;8,923738;;7E-06;;;-1,7E-05;1,8E-05;;3,5E-05;
555;8.923.738;;555;8,923738;8,923762;;2,4E-05;;;1,8E-05;-0,001722;;-0,00174;
556;8.923.762;;556;8,923762;8,923768;;6E-06;;;-0,001722;0,001522;;0,003244;
557;8.923.768;;557;8,923768;8,925496;;0,001728;;;0,001522;-0,001057;;-0,002579;
558;8.925.496;;558;8,925496;8,925702;;0,000206;;;-0,001057;0,001026;;0,002083;
559;8.925.702;;559;8,925702;8,926965;;0,001263;;;0,001026;-0,001666;;-0,002692;
560;8.926.965;;560;8,926965;8,927202;;0,000237;;;-0,001666;-0,000314;;0,001352;
561;8.927.202;;561;8,927202;8,929105;;0,001903;;;-0,000314;0,000375;;0,000689;
562;8.929.105;;562;8,929105;8,931322;;0,002217;;;0,000375;0,001549;;0,001174;
563;8.931.322;;563;8,931322;8,933164;;0,001842;;;0,001549;-0,00075;;-0,002299;
564;8.933.164;;564;8,933164;8,933457;;0,000293;;;-0,00075;-0,016499;;-0,015749;
565;8.933.457;;565;8,933457;8,9345;;0,001043;;;-0,016499;0,014521;;0,03102;
566;8.934.500;;566;8,9345;8,952042;;0,017542;;;0,014521;0,002729;;-0,011792;
567;8.952.042;;567;8,952042;8,955063;;0,003021;;;0,002729;-0,000218;;-0,002947;
