No.;Time;;No.;Time;Time 2;;Delay;Total Delay;;Delay 1;Delay 2;;Jitter ;Total Jitter
1696;228.993.955;;1696;228,993955;229,013668;;0,019713;;;0,01918;-0,310651;;-0,329831;
1697;229.013.668;;1697;229,013668;229,014201;;0,000533;;;-0,310651;0,308874;;0,619525;
1698;229.014.201;;1698;229,014201;229,325385;;0,311184;;;0,308874;0,001388;;-0,307486;
1699;229.325.385;;1699;229,325385;229,327695;;0,00231;;;0,001388;-0,317574;;-0,318962;
1700;229.327.695;;1700;229,327695;229,328617;;0,000922;;;-0,317574;0,318401;;0,635975;
1701;229.328.617;;1701;229,328617;229,647113;;0,318496;;;0,318401;0,000036;;-0,318365;
1702;229.647.113;;1702;229,647113;229,647208;;9,50E-05;;;0,000036;0,00005;;0,000014;
1703;229.647.208;;1703;229,647208;229,647267;;5,90E-05;;;0,00005;0,000003;;-0,000047;
1704;229.647.267;;1704;229,647267;229,647276;;9,00E-06;;;0,000003;0;;-0,000003;
1705;229.647.276;;1705;229,647276;229,647282;;6,00E-06;;;0;-0,000038;;-0,000038;
1706;229.647.282;;1706;229,647282;229,647288;;6,00E-06;;;-0,000038;-0,006009;;-0,005971;
1707;229.647.288;;1707;229,647288;229,647332;;4,40E-05;;;-0,006009;-0,306388;;-0,300379;
1708;229.647.332;;1708;229,647332;229,653385;;0,006053;;;-0,306388;0,31236;;0,618748;
1709;229.653.385;;1709;229,653385;229,965826;;0,312441;;;0,31236;-0,012014;;-0,324374;
1710;229.965.826;;1710;229,965826;229,965907;;8,10E-05;;;-0,012014;0,012095;;0,024109;
1711;229.965.907;;1711;229,965907;229,978002;;0,012095;;;0,012095;-0,000048;;-0,012143;
1712;229.978.002;;1712;229,978002;229,978002;;0;;;-0,000048;0,000048;;0,000096;
1713;229.978.002;;1713;229,978002;229,97805;;4,80E-05;;;0,000048;0;;-0,000048;
1714;229.978.050;;1714;229,97805;229,97805;;0;;;0;0;;0;
1715;229.978.050;;1715;229,97805;229,97805;;0;;;0;0;;0;
1716;229.978.050;;1716;229,97805;229,97805;;0;;;0;0;;0;
1717;229.978.050;;1717;229,97805;229,97805;;0;;;0;0;;0;
1718;229.978.050;;1718;229,97805;229,97805;;0;;;0;0;;0;
1719;229.978.050;;1719;229,97805;229,97805;;0;;;0;0;;0;
1720;229.978.050;;1720;229,97805;229,97805;;0;;;0;-0,307801;;-0,307801;
1721;229.978.050;;1721;229,97805;229,97805;;0;;;-0,307801;0,307782;;0,615583;
1722;229.978.050;;1722;229,97805;230,285851;;0,307801;;;0,307782;0,000014;;-0,307768;
1723;230.285.851;;1723;230,285851;230,28587;;1,90E-05;;;0,000014;0;;-0,000014;
1724;230.285.870;;1724;230,28587;230,285875;;5,00E-06;;;0;-0,007616;;-0,007616;
1725;230.285.875;;1725;230,285875;230,28588;;5,00E-06;;;-0,007616;0,007621;;0,015237;
1726;230.285.880;;1726;230,28588;230,293501;;0,007621;;;0,007621;0;;-0,007621;
1727;230.293.501;;1727;230,293501;230,293501;;0;;;0;-0,312634;;-0,312634;
1728;230.293.501;;1728;230,293501;230,293501;;0;;;-0,312634;0,312608;;0,625242;
1729;230.293.501;;1729;230,293501;230,606135;;0,312634;;;0,312608;-0,000041;;-0,312649;
1730;230.606.135;;1730;230,606135;230,606161;;2,60E-05;;;-0,000041;-1,034927;;-1,034886;
1731;230.606.161;;1731;230,606161;230,606228;;6,70E-05;;;-1,034927;-1,605485;;-0,570558;
1732;230.606.228;;1732;230,606228;231,641222;;1,034994;;;-1,605485;2,386013;;3,991498;
1733;231.641.222;;1733;231,641222;234,281701;;2,640479;;;2,386013;0,214449;;-2,171564;
1734;234.281.701;;1734;234,281701;234,536167;;0,254466;;;0,214449;-0,025642;;-0,240091;
1735;234.536.167;;1735;234,536167;234,576184;;0,040017;;;-0,025642;-2,380569;;-2,354927;
1736;234.576.184;;1736;234,576184;234,641843;;0,065659;;;-2,380569;2,040233;;4,420802;
1737;234.641.843;;1737;234,641843;237,088071;;2,446228;;;2,040233;-0,959515;;-2,999748;
1738;237.088.071;;1738;237,088071;237,494066;;0,405995;;;-0,959515;1,269826;;2,229341;
1739;237.494.066;;1739;237,494066;238,859576;;1,36551;;;1,269826;-0,202644;;-1,47247;
1740;238.859.576;;1740;238,859576;238,95526;;0,095684;;;-0,202644;0,258363;;0,461007;
1741;238.955.260;;1741;238,95526;239,253588;;0,298328;;;0,258363;-4,792401;;-5,050764;
1742;239.253.588;;1742;239,253588;239,293553;;0,039965;;;-4,792401;4,792319;;9,58472;
1743;239.293.553;;1743;239,293553;244,125919;;4,832366;;;4,792319;0,035774;;-4,756545;
1744;244.125.919;;1744;244,125919;244,165966;;0,040047;;;0,035774;-0,053657;;-0,089431;
1745;244.165.966;;1745;244,165966;244,170239;;0,004273;;;-0,053657;-0,273695;;-0,220038;
1746;244.170.239;;1746;244,170239;244,228169;;0,05793;;;-0,273695;0,238689;;0,512384;
1747;244.228.169;;1747;244,228169;244,559794;;0,331625;;;0,238689;0,083159;;-0,15553;
1748;244.559.794;;1748;244,559794;244,65273;;0,092936;;;0,083159;0,009259;;-0,0739;
1749;244.652.730;;1749;244,65273;244,662507;;0,009777;;;0,009259;-0,342407;;-0,351666;
1750;244.662.507;;1750;244,662507;244,663025;;0,000518;;;-0,342407;0,342762;;0,685169;
1751;244.663.025;;1751;244,663025;245,00595;;0,342925;;;0,342762;-0,000379;;-0,343141;
1752;245.005.950;;1752;245,00595;245,006113;;0,000163;;;-0,000379;-0,320835;;-0,320456;
1753;245.006.113;;1753;245,006113;245,006655;;0,000542;;;-0,320835;0,321358;;0,642193;
1754;245.006.655;;1754;245,006655;245,328032;;0,321377;;;0,321358;-0,00005;;-0,321408;
1755;245.328.032;;1755;245,328032;245,328051;;1,90E-05;;;-0,00005;-0,001824;;-0,001774;
1756;245.328.051;;1756;245,328051;245,32812;;6,90E-05;;;-0,001824;-0,314462;;-0,312638;
1757;245.328.120;;1757;245,32812;245,330013;;0,001893;;;-0,314462;0,316338;;0,6308;
1758;245.330.013;;1758;245,330013;245,646368;;0,316355;;;0,316338;-0,000055;;-0,316393;
1759;245.646.368;;1759;245,646368;245,646385;;1,70E-05;;;-0,000055;-0,000577;;-0,000522;
1760;245.646.385;;1760;245,646385;245,646457;;7,20E-05;;;-0,000577;0,000606;;0,001183;
1761;245.646.457;;1761;245,646457;245,647106;;0,000649;;;0,000606;0,00002;;-0,000586;
1762;245.647.106;;1762;245,647106;245,647149;;4,30E-05;;;0,00002;-0,000004;;-0,000024;
1763;245.647.149;;1763;245,647149;245,647172;;2,30E-05;;;-0,000004;-0,318638;;-0,318634;
1764;245.647.172;;1764;245,647172;245,647199;;2,70E-05;;;-0,318638;0,318641;;0,637279;
1765;245.647.199;;1765;245,647199;245,965864;;0,318665;;;0,318641;0,000016;;-0,318625;
1766;245.965.864;;1766;245,965864;245,965888;;2,40E-05;;;0,000016;0,000001;;-0,000015;
1767;245.965.888;;1767;245,965888;245,965896;;8,00E-06;;;0,000001;-0,000101;;-0,000102;
1768;245.965.896;;1768;245,965896;245,965903;;7,00E-06;;;-0,000101;-2,67809;;-2,677989;
1769;245.965.903;;1769;245,965903;245,966011;;0,000108;;;-2,67809;0,995356;;3,673446;
1770;245.966.011;;1770;245,966011;248,644209;;2,678198;;;0,995356;1,319924;;0,324568;
1771;248.644.209;;1771;248,644209;250,327051;;1,682842;;;1,319924;-0,592557;;-1,912481;
1772;250.327.051;;1772;250,327051;250,689969;;0,362918;;;-0,592557;-2,045341;;-1,452784;
1773;250.689.969;;1773;250,689969;251,645444;;0,955475;;;-2,045341;-1,019503;;1,025838;
1774;251.645.444;;1774;251,645444;254,64626;;3,000816;;;-1,019503;3,600127;;4,61963;
1775;254.646.260;;1775;254,64626;258,666579;;4,020319;;;3,600127;0,420171;;-3,179956;
1776;258.666.579;;1776;258,666579;259,086771;;0,420192;;;0,420171;0,000002;;-0,420169;
1777;259.086.771;;1777;259,086771;259,086792;;2,10E-05;;;0,000002;-0,000135;;-0,000137;
1778;259.086.792;;1778;259,086792;259,086811;;1,90E-05;;;-0,000135;-0,000177;;-0,000042;
1779;259.086.811;;1779;259,086811;259,086965;;0,000154;;;-0,000177;0,00008;;0,000257;
1780;259.086.965;;1780;259,086965;259,087296;;0,000331;;;0,00008;-0,560682;;-0,560762;
1781;259.087.296;;1781;259,087296;259,087547;;0,000251;;;-0,560682;0,560933;;1,121615;
1782;259.087.547;;1782;259,087547;259,64848;;0,560933;;;0,560933;0;;-0,560933;
1783;259.648.480;;1783;259,64848;259,64848;;0;;;0;-0,000055;;-0,000055;
1784;259.648.480;;1784;259,64848;259,64848;;0;;;-0,000055;-0,019576;;-0,019521;
1785;259.648.480;;1785;259,64848;259,648535;;5,50E-05;;;-0,019576;-0,070994;;-0,051418;
1786;259.648.535;;1786;259,648535;259,668166;;0,019631;;;-0,070994;-0,02755;;0,043444;
1787;259.668.166;;1787;259,668166;259,758791;;0,090625;;;-0,02755;0,07809;;0,10564;
1788;259.758.791;;1788;259,758791;259,876966;;0,118175;;;0,07809;-0,048857;;-0,126947;
1789;259.876.966;;1789;259,876966;259,917051;;0,040085;;;-0,048857;0,088927;;0,137784;
1790;259.917.051;;1790;259,917051;260,005993;;0,088942;;;0,088927;-0,004774;;-0,093701;
1791;260.005.993;;1791;260,005993;260,006008;;1,50E-05;;;-0,004774;-0,039733;;-0,034959;
1792;260.006.008;;1792;260,006008;260,010797;;0,004789;;;-0,039733;-0,575886;;-0,536153;
1793;260.010.797;;1793;260,010797;260,055319;;0,044522;;;-0,575886;-0,387196;;0,18869;
1794;260.055.319;;1794;260,055319;260,675727;;0,620408;;;-0,387196;-0,176452;;0,210744;
1795;260.675.727;;1795;260,675727;261,683331;;1,007604;;;-0,176452;1,091048;;1,2675;
1796;261.683.331;;1796;261,683331;262,867387;;1,184056;;;1,091048;-0,069179;;-1,160227;
1797;262.867.387;;1797;262,867387;262,960395;;0,093008;;;-0,069179;0,158609;;0,227788;
1798;262.960.395;;1798;262,960395;263,122582;;0,162187;;;0,158609;-0,351473;;-0,510082;
1799;263.122.582;;1799;263,122582;263,12616;;0,003578;;;-0,351473;0,354926;;0,706399;
1800;263.126.160;;1800;263,12616;263,481211;;0,355051;;;0,354926;-0,000196;;-0,355122;
1801;263.481.211;;1801;263,481211;263,481336;;0,000125;;;-0,000196;-0,328229;;-0,328033;
1802;263.481.336;;1802;263,481336;263,481657;;0,000321;;;-0,328229;0,328529;;0,656758;
1803;263.481.657;;1803;263,481657;263,810207;;0,32855;;;0,328529;-0,00073;;-0,329259;
1804;263.810.207;;1804;263,810207;263,810228;;2,10E-05;;;-0,00073;0,000714;;0,001444;
1805;263.810.228;;1805;263,810228;263,810979;;0,000751;;;0,000714;-0,000001;;-0,000715;
1806;263.810.979;;1806;263,810979;263,811016;;3,70E-05;;;-0,000001;-0,000867;;-0,000866;
1807;263.811.016;;1807;263,811016;263,811054;;3,80E-05;;;-0,000867;0,000891;;0,001758;
1808;263.811.054;;1808;263,811054;263,811959;;0,000905;;;0,000891;-0,000018;;-0,000909;
1809;263.811.959;;1809;263,811959;263,811973;;1,40E-05;;;-0,000018;-0,001031;;-0,001013;
1810;263.811.973;;1810;263,811973;263,812005;;3,20E-05;;;-0,001031;-0,342046;;-0,341015;
1811;263.812.005;;1811;263,812005;263,813068;;0,001063;;;-0,342046;0,342066;;0,684112;
1812;263.813.068;;1812;263,813068;264,156177;;0,343109;;;0,342066;-0,364046;;-0,706112;
1813;264.156.177;;1813;264,156177;264,15722;;0,001043;;;-0,364046;0,365089;;0,729135;
1814;264.157.220;;1814;264,15722;264,522309;;0,365089;;;0,365089;-0,003469;;-0,368558;
1815;264.522.309;;1815;264,522309;264,522309;;0;;;-0,003469;-0,03776;;-0,034291;
1816;264.522.309;;1816;264,522309;264,525778;;0,003469;;;-0,03776;-0,277524;;-0,239764;
1817;264.525.778;;1817;264,525778;264,567007;;0,041229;;;-0,277524;0,318739;;0,596263;
1818;264.567.007;;1818;264,567007;264,88576;;0,318753;;;0,318739;-0,001904;;-0,320643;
1819;264.885.760;;1819;264,88576;264,885774;;1,40E-05;;;-0,001904;-0,356323;;-0,354419;
1820;264.885.774;;1820;264,885774;264,887692;;0,001918;;;-0,356323;0,357904;;0,714227;
1821;264.887.692;;1821;264,887692;265,245933;;0,358241;;;0,357904;0,000337;;-0,357567;
1822;265.245.933;;1822;265,245933;265,24627;;0,000337;;;0,000337;-0,357924;;-0,358261;
1823;265.246.270;;1823;265,24627;265,24627;;0;;;-0,357924;0,357903;;0,715827;
1824;265.246.270;;1824;265,24627;265,604194;;0,357924;;;0,357903;-0,040128;;-0,398031;
1825;265.604.194;;1825;265,604194;265,604215;;2,10E-05;;;-0,040128;-1,253511;;-1,213383;
1826;265.604.215;;1826;265,604215;265,644364;;0,040149;;;-1,253511;1,200118;;2,453629;
1827;265.644.364;;1827;265,644364;266,938024;;1,29366;;;1,200118;0,054724;;-1,145394;
1828;266.938.024;;1828;266,938024;267,031566;;0,093542;;;0,054724;0,038144;;-0,01658;
1829;267.031.566;;1829;267,031566;267,070384;;0,038818;;;0,038144;-0,039627;;-0,077771;
1830;267.070.384;;1830;267,070384;267,071058;;0,000674;;;-0,039627;0,04016;;0,079787;
1831;267.071.058;;1831;267,071058;267,111359;;0,040301;;;0,04016;-0,000575;;-0,040735;
1832;267.111.359;;1832;267,111359;267,1115;;0,000141;;;-0,000575;-0,049421;;-0,048846;
1833;267.111.500;;1833;267,1115;267,112216;;0,000716;;;-0,049421;0,050123;;0,099544;
1834;267.112.216;;1834;267,112216;267,162353;;0,050137;;;0,050123;-0,000048;;-0,050171;
1835;267.162.353;;1835;267,162353;267,162367;;1,40E-05;;;-0,000048;-0,001007;;-0,000959;
1836;267.162.367;;1836;267,162367;267,162429;;6,20E-05;;;-0,001007;-0,004977;;-0,00397;
1837;267.162.429;;1837;267,162429;267,163498;;0,001069;;;-0,004977;0,005993;;0,01097;
1838;267.163.498;;1838;267,163498;267,169544;;0,006046;;;0,005993;-0,047804;;-0,053797;
1839;267.169.544;;1839;267,169544;267,169597;;5,30E-05;;;-0,047804;0,0478;;0,095604;
1840;267.169.597;;1840;267,169597;267,217454;;0,047857;;;0,0478;0,000042;;-0,047758;
1841;267.217.454;;1841;267,217454;267,217511;;5,70E-05;;;0,000042;-0,000135;;-0,000177;
1842;267.217.511;;1842;267,217511;267,217526;;1,50E-05;;;-0,000135;0,000033;;0,000168;
1843;267.217.526;;1843;267,217526;267,217676;;0,00015;;;0,000033;-0,008364;;-0,008397;
1844;267.217.676;;1844;267,217676;267,217793;;0,000117;;;-0,008364;0,008337;;0,016701;
1845;267.217.793;;1845;267,217793;267,226274;;0,008481;;;0,008337;-0,011815;;-0,020152;
1846;267.226.274;;1846;267,226274;267,226418;;0,000144;;;-0,011815;0,011874;;0,023689;
1847;267.226.418;;1847;267,226418;267,238377;;0,011959;;;0,011874;-0,000668;;-0,012542;
1848;267.238.377;;1848;267,238377;267,238462;;8,50E-05;;;-0,000668;0,0007;;0,001368;
1849;267.238.462;;1849;267,238462;267,239215;;0,000753;;;0,0007;-0,023095;;-0,023795;
1850;267.239.215;;1850;267,239215;267,239268;;5,30E-05;;;-0,023095;-0,574874;;-0,551779;
1851;267.239.268;;1851;267,239268;267,262416;;0,023148;;;-0,574874;0,511186;;1,08606;
1852;267.262.416;;1852;267,262416;267,860438;;0,598022;;;0,511186;-0,211732;;-0,722918;
1853;267.860.438;;1853;267,860438;267,947274;;0,086836;;;-0,211732;0,258214;;0,469946;
1854;267.947.274;;1854;267,947274;268,245842;;0,298568;;;0,258214;-0,324307;;-0,582521;
1855;268.245.842;;1855;268,245842;268,286196;;0,040354;;;-0,324307;-0,078311;;0,245996;
1856;268.286.196;;1856;268,286196;268,650857;;0,364661;;;-0,078311;0,364113;;0,442424;
1857;268.650.857;;1857;268,650857;269,093829;;0,442972;;;0,364113;0,078336;;-0,285777;
1858;269.093.829;;1858;269,093829;269,172688;;0,078859;;;0,078336;-0,36024;;-0,438576;
1859;269.172.688;;1859;269,172688;269,173211;;0,000523;;;-0,36024;0,360632;;0,720872;
1860;269.173.211;;1860;269,173211;269,533974;;0,360763;;;0,360632;-0,000181;;-0,360813;
1861;269.533.974;;1861;269,533974;269,534105;;0,000131;;;-0,000181;-0,351186;;-0,351005;
1862;269.534.105;;1862;269,534105;269,534417;;0,000312;;;-0,351186;0,351482;;0,702668;
1863;269.534.417;;1863;269,534417;269,885915;;0,351498;;;0,351482;0,000008;;-0,351474;
1864;269.885.915;;1864;269,885915;269,885931;;1,60E-05;;;0,000008;-0,000063;;-0,000071;
1865;269.885.931;;1865;269,885931;269,885939;;8,00E-06;;;-0,000063;0,000035;;0,000098;
1866;269.885.939;;1866;269,885939;269,88601;;7,10E-05;;;0,000035;0,000027;;-0,000008;
1867;269.886.010;;1867;269,88601;269,886046;;3,60E-05;;;0,000027;-0,000033;;-0,00006;
1868;269.886.046;;1868;269,886046;269,886055;;9,00E-06;;;-0,000033;-0,001288;;-0,001255;
1869;269.886.055;;1869;269,886055;269,886097;;4,20E-05;;;-0,001288;-0,282469;;-0,281181;
1870;269.886.097;;1870;269,886097;269,887427;;0,00133;;;-0,282469;0,245087;;0,527556;
1871;269.887.427;;1871;269,887427;270,171226;;0,283799;;;0,245087;0,037257;;-0,20783;
1872;270.171.226;;1872;270,171226;270,209938;;0,038712;;;0,037257;-0,04193;;-0,079187;
1873;270.209.938;;1873;270,209938;270,211393;;0,001455;;;-0,04193;0,002999;;0,044929;
1874;270.211.393;;1874;270,211393;270,254778;;0,043385;;;0,002999;-0,162302;;-0,165301;
1875;270.254.778;;1875;270,254778;270,295164;;0,040386;;;-0,162302;0,155099;;0,317401;
1876;270.295.164;;1876;270,295164;270,497852;;0,202688;;;0,155099;0,047302;;-0,107797;
1877;270.497.852;;1877;270,497852;270,545441;;0,047589;;;0,047302;-0,090452;;-0,137754;
1878;270.545.441;;1878;270,545441;270,545728;;0,000287;;;-0,090452;0,05049;;0,140942;
1879;270.545.728;;1879;270,545728;270,636467;;0,090739;;;0,05049;-0,133032;;-0,183522;
1880;270.636.467;;1880;270,636467;270,676716;;0,040249;;;-0,133032;0,132421;;0,265453;
1881;270.676.716;;1881;270,676716;270,849997;;0,173281;;;0,132421;-0,720488;;-0,852909;
1882;270.849.997;;1882;270,849997;270,890857;;0,04086;;;-0,720488;0,487614;;1,208102;
1883;270.890.857;;1883;270,890857;271,652205;;0,761348;;;0,487614;0,273461;;-0,214153;
1884;271.652.205;;1884;271,652205;271,925939;;0,273734;;;0,273461;-0,10673;;-0,380191;
1885;271.925.939;;1885;271,925939;271,926212;;0,000273;;;-0,10673;0,105304;;0,212034;
1886;271.926.212;;1886;271,926212;272,033215;;0,107003;;;0,105304;0,001683;;-0,103621;
1887;272.033.215;;1887;272,033215;272,034914;;0,001699;;;0,001683;-0,000037;;-0,00172;
1888;272.034.914;;1888;272,034914;272,03493;;1,60E-05;;;-0,000037;-0,004793;;-0,004756;
1889;272.034.930;;1889;272,03493;272,034983;;5,30E-05;;;-0,004793;-0,029366;;-0,024573;
1890;272.034.983;;1890;272,034983;272,039829;;0,004846;;;-0,029366;0,034139;;0,063505;
1891;272.039.829;;1891;272,039829;272,074041;;0,034212;;;0,034139;-2,361937;;-2,396076;
1892;272.074.041;;1892;272,074041;272,074114;;7,30E-05;;;-2,361937;2,35892;;4,720857;
1893;272.074.114;;1893;272,074114;274,436124;;2,36201;;;2,35892;0,00309;;-2,35583;
1894;274.436.124;;1894;274,436124;274,439214;;0,00309;;;0,00309;0;;-0,00309;
1895;274.439.214;;1895;274,439214;274,439214;;0;;;0;-0,213004;;-0,213004;
1896;274.439.214;;1896;274,439214;274,439214;;0;;;-0,213004;0,059144;;0,272148;
1897;274.439.214;;1897;274,439214;274,652218;;0,213004;;;0,059144;-1,035597;;-1,094741;
1898;274.652.218;;1898;274,652218;274,806078;;0,15386;;;-1,035597;0,539071;;1,574668;
1899;274.806.078;;1899;274,806078;275,995535;;1,189457;;;0,539071;0,650367;;0,111296;
1900;275.995.535;;1900;275,995535;276,645921;;0,650386;;;0,650367;-0,358369;;-1,008736;
1901;276.645.921;;1901;276,645921;276,64594;;1,90E-05;;;-0,358369;-0,60311;;-0,244741;
1902;276.645.940;;1902;276,64594;277,004328;;0,358388;;;-0,60311;0,961431;;1,564541;
1903;277.004.328;;1903;277,004328;277,965826;;0,961498;;;0,961431;-0,046195;;-1,007626;
1904;277.965.826;;1904;277,965826;277,965893;;6,70E-05;;;-0,046195;-0,960971;;-0,914776;
1905;277.965.893;;1905;277,965893;278,012155;;0,046262;;;-0,960971;-4,833138;;-3,872167;
1906;278.012.155;;1906;278,012155;279,019388;;1,007233;;;-4,833138;5,812031;;10,645169;
1907;279.019.388;;1907;279,019388;284,859759;;5,840371;;;5,812031;-0,025656;;-5,837687;
1908;284.859.759;;1908;284,859759;284,888099;;0,02834;;;-0,025656;0,053337;;0,078993;
1909;284.888.099;;1909;284,888099;284,942095;;0,053996;;;0,053337;-0,004573;;-0,05791;
1910;284.942.095;;1910;284,942095;284,942754;;0,000659;;;-0,004573;-0,299764;;-0,295191;
1911;284.942.754;;1911;284,942754;284,947986;;0,005232;;;-0,299764;0,304971;;0,604735;
1912;284.947.986;;1912;284,947986;285,252982;;0,304996;;;0,304971;-0,000149;;-0,30512;
1913;285.252.982;;1913;285,252982;285,253007;;2,50E-05;;;-0,000149;-0,000276;;-0,000127;
1914;285.253.007;;1914;285,253007;285,253181;;0,000174;;;-0,000276;-0,039321;;-0,039045;
1915;285.253.181;;1915;285,253181;285,253631;;0,00045;;;-0,039321;-0,241242;;-0,201921;
1916;285.253.631;;1916;285,253631;285,293402;;0,039771;;;-0,241242;0,280991;;0,522233;
1917;285.293.402;;1917;285,293402;285,574415;;0,281013;;;0,280991;0,000013;;-0,280978;
1918;285.574.415;;1918;285,574415;285,574437;;2,20E-05;;;0,000013;-0,000067;;-0,00008;
1919;285.574.437;;1919;285,574437;285,574446;;9,00E-06;;;-0,000067;0,000034;;0,000101;
1920;285.574.446;;1920;285,574446;285,574522;;7,60E-05;;;0,000034;0,000033;;-1E-06;
1921;285.574.522;;1921;285,574522;285,574564;;4,20E-05;;;0,000033;-0,000009;;-0,000042;
1922;285.574.564;;1922;285,574564;285,574573;;9,00E-06;;;-0,000009;-0,002571;;-0,002562;
1923;285.574.573;;1923;285,574573;285,574591;;1,80E-05;;;-0,002571;-0,346329;;-0,343758;
1924;285.574.591;;1924;285,574591;285,57718;;0,002589;;;-0,346329;0,347688;;0,694017;
1925;285.577.180;;1925;285,57718;285,926098;;0,348918;;;0,347688;-0,144953;;-0,492641;
1926;285.926.098;;1926;285,926098;285,927328;;0,00123;;;-0,144953;0,025004;;0,169957;
1927;285.927.328;;1927;285,927328;286,073511;;0,146183;;;0,025004;0,120517;;0,095513;
1928;286.073.511;;1928;286,073511;286,19469;;0,121179;;;0,120517;0,000628;;-0,119889;
1929;286.194.690;;1929;286,19469;286,195352;;0,000662;;;0,000628;-0,001018;;-0,001646;
1930;286.195.352;;1930;286,195352;286,195386;;3,40E-05;;;-0,001018;0,001031;;0,002049;
1931;286.195.386;;1931;286,195386;286,196438;;0,001052;;;0,001031;-0,000046;;-0,001077;
1932;286.196.438;;1932;286,196438;286,196459;;2,10E-05;;;-0,000046;-0,000713;;-0,000667;
1933;286.196.459;;1933;286,196459;286,196526;;6,70E-05;;;-0,000713;-0,000241;;0,000472;
1934;286.196.526;;1934;286,196526;286,197306;;0,00078;;;-0,000241;0,000986;;0,001227;
1935;286.197.306;;1935;286,197306;286,198327;;0,001021;;;0,000986;-0,000937;;-0,001923;
1936;286.198.327;;1936;286,198327;286,198362;;3,50E-05;;;-0,000937;0,000959;;0,001896;
1937;286.198.362;;1937;286,198362;286,199334;;0,000972;;;0,000959;-0,000016;;-0,000975;
1938;286.199.334;;1938;286,199334;286,199347;;1,30E-05;;;-0,000016;-0,000907;;-0,000891;
1939;286.199.347;;1939;286,199347;286,199376;;2,90E-05;;;-0,000907;-8,1E-05;;0,000826;
1940;286.199.376;;1940;286,199376;286,200312;;0,000936;;;-8,1E-05;0,000999;;0,00108;
1941;286.200.312;;1941;286,200312;286,201329;;0,001017;;;0,000999;-0,000033;;-0,001032;
1942;286.201.329;;1942;286,201329;286,201347;;1,80E-05;;;-0,000033;-0,001007;;-0,000974;
1943;286.201.347;;1943;286,201347;286,201398;;5,10E-05;;;-0,001007;0,001027;;0,002034;
1944;286.201.398;;1944;286,201398;286,202456;;0,001058;;;0,001027;-0,000949;;-0,001976;
1945;286.202.456;;1945;286,202456;286,202487;;3,10E-05;;;-0,000949;0,000969;;0,001918;
1946;286.202.487;;1946;286,202487;286,203467;;0,00098;;;0,000969;-0,000036;;-0,001005;
1947;286.203.467;;1947;286,203467;286,203478;;1,10E-05;;;-0,000036;-0,283397;;-0,283361;
1948;286.203.478;;1948;286,203478;286,203525;;4,70E-05;;;-0,283397;0,283421;;0,566818;
1949;286.203.525;;1949;286,203525;286,486969;;0,283444;;;0,283421;0,000014;;-0,283407;
1950;286.486.969;;1950;286,486969;286,486992;;2,30E-05;;;0,000014;-0,000014;;-0,000028;
1951;286.486.992;;1951;286,486992;286,487001;;9,00E-06;;;-0,000014;-0,000004;;0,00001;
1952;286.487.001;;1952;286,487001;286,487024;;2,30E-05;;;-0,000004;-0,000098;;-0,000094;
1953;286.487.024;;1953;286,487024;286,487051;;2,70E-05;;;-0,000098;0,000065;;0,000163;
1954;286.487.051;;1954;286,487051;286,487176;;0,000125;;;0,000065;0,000052;;-0,000013;
1955;286.487.176;;1955;286,487176;286,487236;;6,00E-05;;;0,000052;0,000001;;-0,000051;
1956;286.487.236;;1956;286,487236;286,487244;;8,00E-06;;;0,000001;-0,000001;;-0,000002;
1957;286.487.244;;1957;286,487244;286,487251;;7,00E-06;;;-0,000001;0,000002;;0,000003;
1958;286.487.251;;1958;286,487251;286,487259;;8,00E-06;;;0,000002;-0,000026;;-0,000028;
1959;286.487.259;;1959;286,487259;286,487265;;6,00E-06;;;-0,000026;0,000016;;0,000042;
1960;286.487.265;;1960;286,487265;286,487297;;3,20E-05;;;0,000016;-0,000092;;-0,000108;
1961;286.487.297;;1961;286,487297;286,487313;;1,60E-05;;;-0,000092;0,000092;;0,000184;
1962;286.487.313;;1962;286,487313;286,487421;;0,000108;;;0,000092;0,00001;;-0,000082;
1963;286.487.421;;1963;286,487421;286,487437;;1,60E-05;;;0,00001;-0,000028;;-0,000038;
1964;286.487.437;;1964;286,487437;286,487443;;6,00E-06;;;-0,000028;0,000014;;0,000042;
1965;286.487.443;;1965;286,487443;286,487477;;3,40E-05;;;0,000014;-0,000012;;-0,000026;
1966;286.487.477;;1966;286,487477;286,487497;;2,00E-05;;;-0,000012;0,000024;;0,000036;
1967;286.487.497;;1967;286,487497;286,487529;;3,20E-05;;;0,000024;-0,00003;;-0,000054;
1968;286.487.529;;1968;286,487529;286,487537;;8,00E-06;;;-0,00003;0,000015;;0,000045;
1969;286.487.537;;1969;286,487537;286,487575;;3,80E-05;;;0,000015;0,000007;;-0,000008;
1970;286.487.575;;1970;286,487575;286,487598;;2,30E-05;;;0,000007;-0,000118;;-0,000125;
1971;286.487.598;;1971;286,487598;286,487614;;1,60E-05;;;-0,000118;0,000122;;0,00024;
1972;286.487.614;;1972;286,487614;286,487748;;0,000134;;;0,000122;0,000005;;-0,000117;
1973;286.487.748;;1973;286,487748;286,48776;;1,20E-05;;;0,000005;-0,000001;;-0,000006;
1974;286.487.760;;1974;286,48776;286,487767;;7,00E-06;;;-0,000001;0,000002;;0,000003;
